nid,ngram,dm_to_dm, d_to_dm, dm_to_d, d_to_d, ngram_occur_num,total_paper_num, meme_score
3215,induced high,0,11,2,28314,2,28325,0.0
3219,morphological optical,16,135,104,28190,131,28325,0.14128621380263504
3221,properties morphological,0,31,5,28294,6,28325,0.0
3223,improved,492,4195,1084,24130,1799,28325,0.16525921372942207
3224,microscope,64,513,293,27812,411,28325,0.16911788119735738
3225,lattice dielectric constant,5,20,3,28305,9,28325,0.3258912467861391
3226,20 30,0,16,14,28309,18,28325,0.0
3227,irradiation reached,0,0,1,28325,1,28325,0.0
3228,czts films ionizing,0,0,1,28325,1,28325,0.0
3229,cells instrumentation high-altitude,0,0,1,28325,1,28325,0.0
3230,working near nuclear,0,0,1,28325,1,28325,0.0
3231,lambda lattice dielectric,0,0,1,28325,1,28325,0.0
3232,ev 100 kgy,0,0,1,28325,1,28325,0.0
3233,nuclear environments outer,0,0,1,28325,1,28325,0.0
3234,1.6,5,624,124,27701,158,28325,0.009703499537800283
3235,spectrophotometer scanning electron,0,2,5,28323,5,28325,0.0
3236,40 50 100,0,0,1,28325,1,28325,0.0
3237,changed,20,582,245,27743,308,28325,0.04159140855664501
3238,clearly showed structural,0,0,1,28325,1,28325,0.0
3239,optical properties slightly,0,0,1,28325,1,28325,0.0
3240,showed structural,0,0,1,28325,1,28325,0.0
3241,czts films synthesized,0,0,1,28325,1,28325,0.0
3242,spectrophotometer scanning,0,2,5,28323,5,28325,0.0
3243,100 kgy gamma,0,0,1,28325,1,28325,0.0
3244,behavior,432,4054,1059,24271,1686,28325,0.14487158836284503
3245,instrumentation,29,333,140,27992,206,28325,0.12288544788544788
3246,indicate radiation,0,0,1,28325,1,28325,0.0
3247,czts films high,0,0,1,28325,1,28325,0.0
3248,high-altitude flight gamma,0,0,1,28325,1,28325,0.0
3249,analysis shown,0,14,4,28311,7,28325,0.0
3250,indicates clear enhancement,0,0,1,28325,1,28325,0.0
3251,environments outer,0,0,1,28325,1,28325,0.0
3252,changes occurred preferred,0,0,1,28325,1,28325,0.0
3253,reached 1.6,0,0,1,28325,1,28325,0.0
3254,pyrolysis technique deposited,0,0,1,28325,1,28325,0.0
3255,crystalline,392,3237,807,25088,1394,28325,0.1844449901817595
3256,occurred preferred,0,0,1,28325,1,28325,0.0
3257,lambda lambda slightly,0,0,1,28325,1,28325,0.0
3258,instrumentation high-altitude,0,0,1,28325,1,28325,0.0
3259,explored,51,1014,373,27311,460,28325,0.05916087606259863
3260,gamma dose indicates,0,0,1,28325,1,28325,0.0
3261,films ionizing,0,0,1,28325,1,28325,0.0
3262,clear,34,1186,269,27139,353,28325,0.0355610676568159
3263,crystallite size,22,168,113,28157,155,28325,0.1709082437149676
3264,high-altitude,0,0,1,28325,1,28325,0.0
3265,hardness czts,0,0,1,28325,1,28325,0.0
3266,films improved gamma,0,0,1,28325,1,28325,0.0
3267,films synthesized spray,0,7,3,28318,4,28325,0.0
3268,czts,27,75,21,28250,57,28325,0.8200256297100958
3269,affected,30,761,291,27564,368,28325,0.047835241636753505
3270,irradiation reached 1.6,0,0,1,28325,1,28325,0.0
3271,alpha,16,232,93,28093,135,28325,0.09497061088054684
3272,synthesized spray pyrolysis,0,3,3,28322,3,28325,0.0
3273,work study physical,0,0,1,28325,1,28325,0.0
3274,doses applied 10,0,0,1,28325,1,28325,0.0
3275,films increased,1,77,43,28248,50,28325,0.013551460148125409
3276,112 diffraction,0,0,1,28325,1,28325,0.0
3277,preferred orientation,23,169,77,28156,115,28325,0.19109730033457173
3278,index lambda lattice,0,0,1,28325,1,28325,0.0
3279,spray pyrolysis,82,244,63,28081,172,28325,0.8578087192069633
3280,irradiation 100,0,14,7,28311,8,28325,0.0
3281,instrumentation high-altitude flight,0,0,1,28325,1,28325,0.0
3282,doses,1,41,19,28284,27,28325,0.027855142129795105
3283,range studied,0,9,7,28316,7,28325,0.0
3284,synthesized,1419,5031,1209,23294,2928,28325,0.5601027667250565
3285,noticeable,0,79,66,28246,69,28325,0.0
3286,extinction coefficients alpha,0,0,1,28325,1,28325,0.0
3287,hardness czts films,0,0,1,28325,1,28325,0.0
3288,radiation hardness czts,0,0,1,28325,1,28325,0.0
3289,irradiated high,0,0,1,28325,1,28325,0.0
3290,environments,7,376,110,27949,140,28325,0.022581427430967728
3291,observed,1223,6480,2006,21845,3735,28325,0.27052217682825336
3292,alpha lambda,0,0,1,28325,1,28325,0.0
3293,czts films,4,18,6,28307,13,28325,0.27498657401570026
3294,50,80,2086,535,26239,733,28325,0.048339289035901574
3295,112,5,93,29,28232,42,28325,0.06814216957193292
3296,applied 10,0,0,2,28325,2,28325,0.0
3297,ionizing radiation,3,4,6,28321,10,28325,0.476173664523179
3298,near nuclear,0,0,1,28325,1,28325,0.0
3299,structural properties czts,0,0,1,28325,1,28325,0.0
3300,occurred,3,219,93,28106,119,28325,0.016623385852754788
3301,constant epsilon,3,39,12,28286,20,28325,0.09511705123355607
3302,space solar cells,0,0,1,28325,1,28325,0.0
3303,main objective,2,30,11,28295,16,28325,0.06919804526159336
3304,lattice dielectric,5,20,3,28305,9,28325,0.3258912467861391
3305,films increased irradiation,0,0,1,28325,1,28325,0.0
3306,coefficients,57,673,222,27652,323,28325,0.11818215590732396
3307,deposited glass substrates,18,151,73,28174,109,28325,0.16675909262846597
3308,indicate,263,3419,978,24906,1433,28325,0.0987277638284549
3309,lambda lattice,0,0,1,28325,1,28325,0.0
3310,deposited glass,34,228,113,28097,176,28325,0.22154299221590823
3311,applications working,0,1,2,28324,2,28325,0.0
3312,substrates irradiated high,0,0,1,28325,1,28325,0.0
3313,behavior czts,0,0,1,28325,1,28325,0.0
3314,changed favorable optoelectronic,0,0,1,28325,1,28325,0.0
3315,constant epsilon determined,0,2,2,28323,2,28325,0.0
3316,films high,7,259,101,28066,128,28325,0.03258595106812701
3317,x-ray diffraction spectrophotometer,0,0,2,28325,2,28325,0.0
3318,epsilon determined analyzed,0,0,1,28325,1,28325,0.0
3319,applications working near,0,0,1,28325,1,28325,0.0
3320,synthesized spray,0,7,3,28318,4,28325,0.0
3321,dose indicates,0,0,1,28325,1,28325,0.0
3322,epsilon,11,160,60,28165,89,28325,0.09480704958934752
3323,microscope respectively,0,2,1,28323,3,28325,0.0
3324,10 20 30,0,12,8,28313,11,28325,0.0
3325,optoelectronic applications,1110,5812,1209,22513,2619,28325,0.3278894624638482
3326,outer,4,146,68,28179,81,28325,0.03047209299977882
3327,objective work study,0,5,2,28320,2,28325,0.0
3328,energy irradiated,0,0,1,28325,1,28325,0.0
3329,significant,547,4791,1314,23534,2114,28325,0.1521912532891607
3330,films explored x-ray,0,0,1,28325,1,28325,0.0
3331,coefficients alpha,0,0,2,28325,2,28325,0.0
3332,indicate radiation hardness,0,0,1,28325,1,28325,0.0
3333,outer space solar,0,0,1,28325,1,28325,0.0
3334,1.6 ev,1,106,16,28219,21,28325,0.010103156138887669
3335,technique deposited,0,0,1,28325,1,28325,0.0
3336,space solar,0,0,1,28325,1,28325,0.0
3337,79 nm,0,0,2,28325,2,28325,0.0
3338,kgy gamma,0,0,1,28325,1,28325,0.0
3339,radiations abundant,0,0,1,28325,1,28325,0.0
3340,52 79 nm,0,0,1,28325,1,28325,0.0
3341,properties behavior czts,0,0,1,28325,1,28325,0.0
3342,coefficients alpha lambda,0,0,1,28325,1,28325,0.0
3343,extinction coefficients,5,84,21,28241,27,28325,0.06447028030556655
3344,properties czts films,1,3,0,28322,3,28325,0.16666666666666666
3345,films explored,0,24,9,28301,9,28325,0.0
3346,determined analyzed,0,5,3,28320,3,28325,0.0
3347,films ionizing radiation,0,0,1,28325,1,28325,0.0
3348,100,277,3602,917,24723,1431,28325,0.10433025113873942
3349,increase crystallite,1,7,8,28318,10,28325,0.09089625290860949
3350,properties slightly changed,0,0,1,28325,1,28325,0.0
3351,electron microscope,38,266,179,28059,251,28325,0.1930111293405768
3352,study physical properties,0,2,1,28323,2,28325,0.0
3353,glass substrates,132,738,245,27587,456,28325,0.3190440627333831
3354,nuclear,14,214,69,28111,100,28325,0.08893823926708362
3355,analysis shown noticeable,0,0,1,28325,1,28325,0.0
3356,100 kgy,0,0,1,28325,1,28325,0.0
3357,gamma radiations abundant,0,0,1,28325,1,28325,0.0
3358,radiation range,0,0,2,28325,2,28325,0.0
3359,environments outer space,0,0,1,28325,1,28325,0.0
3360,52 79,0,0,1,28325,1,28325,0.0
3361,cu2znsns4 czts films,1,8,5,28317,8,28325,0.09089304340848912
3362,angles gamma irradiation,0,0,1,28325,1,28325,0.0
3363,range studied paper,0,0,1,28325,1,28325,0.0
3364,properties slightly,0,0,1,28325,1,28325,0.0
3365,dielectric constant,74,554,152,27771,258,28325,0.21683682770439314
3366,dose,16,91,52,28234,89,28325,0.27457948207545396
3367,50 100 kgy,0,0,1,28325,1,28325,0.0
3368,50 100,0,12,15,28313,17,28325,0.0
3369,epsilon determined,0,2,2,28323,2,28325,0.0
3370,slightly affected indicate,0,0,1,28325,1,28325,0.0
3371,deposited,573,2369,800,25956,1649,28325,0.4546352311159543
3372,absorption extinction coefficients,0,0,1,28325,1,28325,0.0
3373,clear enhancement,0,0,1,28325,1,28325,0.0
3374,30 40,0,11,7,28314,10,28325,0.0
3375,physical properties behavior,0,0,1,28325,1,28325,0.0
3376,irradiated films increased,0,0,1,28325,1,28325,0.0
3377,preferred orientation 112,0,0,1,28325,1,28325,0.0
3378,irradiation optical,0,0,2,28325,2,28325,0.0
3379,radiation doses,0,0,1,28325,1,28325,0.0
3380,parameters absorption,1,10,3,28315,6,28325,0.07690406680697945
3381,size,722,4462,1146,23863,2177,28325,0.2581450801358671
3382,10 20,15,289,65,28036,100,28325,0.07478114267385369
3383,results clearly showed,0,0,1,28325,1,28325,0.0
3384,nuclear environments,0,0,1,28325,1,28325,0.0
3385,optical parameters refractive,0,2,5,28323,5,28325,0.0
3386,indicates clear,0,0,2,28325,2,28325,0.0
3387,lambda lambda,0,4,6,28321,6,28325,0.0
3388,lambda slightly,0,0,1,28325,1,28325,0.0
3389,slightly,14,587,195,27738,239,28325,0.028051812574259358
3390,applied,344,3336,1208,24989,1825,28325,0.13699093909094168
3391,substrates irradiated,0,0,1,28325,1,28325,0.0
3392,films improved,5,101,36,28224,47,28325,0.05773839677872538
3393,hardness,8,51,44,28274,70,28325,0.22027226753522974
3394,spectrophotometer,19,179,90,28146,125,28325,0.13944480198786494
3395,explored x-ray diffraction,0,0,3,28325,3,28325,0.0
3396,certain optical,0,0,2,28325,2,28325,0.0
3397,x-ray diffraction,611,2650,924,25675,1820,28325,0.40990846791049784
3398,slightly changed favorable,0,0,1,28325,1,28325,0.0
3399,glass,361,1826,648,26499,1227,28325,0.3480693656022582
3400,parameters refractive,1,14,10,28311,12,28325,0.054277555682467164
3401,slightly changed,0,1,3,28324,3,28325,0.0
3402,diffraction spectrophotometer scanning,0,0,1,28325,1,28325,0.0
3403,kgy,0,2,10,28323,12,28325,0.0
3404,gamma radiation doses,0,0,1,28325,1,28325,0.0
3405,diffraction spectrophotometer,0,0,2,28325,2,28325,0.0
3406,radiation,100,664,273,27661,457,28325,0.2424523184894371
3407,czts films explored,0,0,1,28325,1,28325,0.0
3408,dose indicates clear,0,0,1,28325,1,28325,0.0
3409,slightly affected,0,0,3,28325,3,28325,0.0
3410,gamma dose,0,0,2,28325,2,28325,0.0
3411,objective work,1,8,7,28317,9,28325,0.08180373906764021
3412,diffraction angles,0,0,2,28325,2,28325,0.0
3413,increased irradiation reached,0,0,1,28325,1,28325,0.0
3414,studied paper,0,3,9,28322,9,28325,0.0
3415,cells instrumentation,0,0,1,28325,1,28325,0.0
3416,irradiation 100 kgy,0,0,1,28325,1,28325,0.0
3417,increase crystallite size,1,6,7,28319,9,28325,0.09998940864960282
3418,52,3,75,34,28250,43,28325,0.04458492439074963
3419,spray pyrolysis technique,31,128,40,28197,78,28325,0.42736183463071997
3420,gamma radiation,0,6,4,28319,5,28325,0.0
3421,improved gamma irradiation,0,0,1,28325,1,28325,0.0
3422,flight gamma,0,0,1,28325,1,28325,0.0
3423,films synthesized,4,165,58,28160,70,28325,0.027166138546052602
3424,30 40 50,0,3,5,28322,5,28325,0.0
3425,clearly,28,913,318,27412,391,28325,0.03603733063553518
3426,main objective work,1,2,1,28323,3,28325,0.1500052956751986
3427,absorption extinction,0,1,2,28324,2,28325,0.0
3428,dielectric constant epsilon,3,39,12,28286,20,28325,0.09511705123355607
3429,spray,104,316,85,28009,225,28325,0.8243596028570587
3430,gap energy irradiated,0,0,1,28325,1,28325,0.0
3431,changes,255,2421,797,25904,1242,28325,0.14937791054590896
3432,optical parameters,19,131,65,28194,106,28325,0.22002840013111327
3433,improved gamma,0,0,1,28325,1,28325,0.0
3434,high-altitude flight,0,0,1,28325,1,28325,0.0
3435,112 diffraction angles,0,0,1,28325,1,28325,0.0
3436,work study,0,103,43,28222,47,28325,0.0
3437,crystallite size 52,0,0,1,28325,1,28325,0.0
3438,optical parameters absorption,0,4,1,28321,3,28325,0.0
3439,30,77,1574,516,26751,700,28325,0.06220259715081154
3440,radiation range studied,0,0,1,28325,1,28325,0.0
3441,increased irradiation,0,0,1,28325,1,28325,0.0
3442,paper,1052,4963,1616,23362,3129,28325,0.3377253075276286
3443,40 50,0,9,11,28316,12,28325,0.0
3444,showed structural properties,0,0,1,28325,1,28325,0.0
3445,angles,44,425,173,27900,266,28325,0.15305899481155813
3446,index lambda,0,0,2,28325,2,28325,0.0
3447,certain,37,815,236,27510,318,28325,0.058458230999106346
3448,optical morphological properties,0,5,7,28320,9,28325,0.0
3449,kgy gamma dose,0,0,1,28325,1,28325,0.0
3450,near nuclear environments,0,0,1,28325,1,28325,0.0
3451,crystalline structure,4,169,78,28156,97,28325,0.0276863413493202
3452,space,93,1049,373,27276,538,28325,0.12182044083072255
3453,affected indicate radiation,0,0,1,28325,1,28325,0.0
3454,properties czts,1,4,3,28321,6,28325,0.14285209935695373
3455,enhancement crystalline structure,0,0,1,28325,1,28325,0.0
3456,size 52 79,0,0,1,28325,1,28325,0.0
3457,doses applied,0,0,1,28325,1,28325,0.0
3458,diffraction angles gamma,0,0,1,28325,1,28325,0.0
3459,observed irradiation,0,0,4,28325,4,28325,0.0
3460,reached 1.6 ev,0,0,1,28325,1,28325,0.0
3461,refractive index lambda,0,0,2,28325,2,28325,0.0
3462,enhancement crystalline,0,0,2,28325,2,28325,0.0
3463,gamma irradiation optical,0,0,1,28325,1,28325,0.0
3464,1.6 ev 100,0,0,1,28325,1,28325,0.0
3465,irradiated high gamma,0,0,1,28325,1,28325,0.0
3466,affected indicate,0,0,1,28325,1,28325,0.0
3467,abundant,7,189,73,28136,90,28325,0.04289083186231244
3468,parameters refractive index,0,11,8,28314,9,28325,0.0
3469,physical properties,76,1513,316,26812,432,28325,0.06427104148213203
3470,extinction,47,388,209,27937,280,28325,0.15660288343377204
3471,irradiated,7,95,65,28230,89,28325,0.0931837465789493
3472,noticeable changes,0,0,1,28325,1,28325,0.0
3473,clearly showed,0,6,11,28319,13,28325,0.0
3474,structural optical morphological,0,5,11,28320,12,28325,0.0
3475,enhancement,321,2201,752,26124,1197,28325,0.21299051700455135
3476,structural analysis,4,123,53,28202,72,28325,0.040643406524127734
3477,working near,0,30,2,28295,3,28325,0.0
3478,working,48,1000,243,27325,339,28325,0.06362720204830154
3479,structural analysis shown,0,0,1,28325,1,28325,0.0
3480,crystallite,29,216,133,28109,186,28325,0.17974207231164113
3481,indicates,65,1570,522,26755,681,28325,0.05063562482610866
3482,angles gamma,0,0,1,28325,1,28325,0.0
3483,20 30 40,0,8,3,28317,5,28325,0.0
3484,applied 10 20,0,0,1,28325,1,28325,0.0
3485,size 52,0,0,1,28325,1,28325,0.0
3486,czts films improved,0,0,1,28325,1,28325,0.0
3487,pyrolysis technique,31,128,41,28197,80,28325,0.4283580160634256
3488,glass substrates irradiated,0,0,1,28325,1,28325,0.0
3489,orientation 112 diffraction,0,0,1,28325,1,28325,0.0
3490,objective,49,329,128,27996,225,28325,0.25057735506683154
3491,morphological properties,4,141,51,28184,67,28325,0.03429710626582255
3492,20,209,3208,685,25117,1051,28325,0.08817997571145528
3493,clear enhancement crystalline,0,0,1,28325,1,28325,0.0
3494,observed irradiation 100,0,0,1,28325,1,28325,0.0
3495,irradiated films,0,1,3,28324,4,28325,0.0
3496,scanning electron microscope,29,184,132,28141,181,28325,0.20659371312068472
3497,constant,166,1823,465,26502,758,28325,0.13778075410908597
3498,energy irradiated films,0,0,1,28325,1,28325,0.0
3499,behavior czts films,0,0,1,28325,1,28325,0.0
3500,gap energy,22,357,136,27968,189,28325,0.08205503946357477
3501,properties behavior,0,13,3,28312,4,28325,0.0
3502,physical,298,3809,860,24516,1328,28325,0.10413182660331749
3503,79 nm observed,0,0,1,28325,1,28325,0.0
3504,outer space,0,1,3,28324,4,28325,0.0
3505,significant increase crystallite,0,0,1,28325,1,28325,0.0
3506,results clearly,3,111,46,28214,55,28325,0.02942550551135119
3507,diffraction,718,3106,1091,25219,2155,28325,0.4050823096443574
3508,lambda,44,712,199,27613,285,28325,0.08465078322619417
3509,noticeable changes occurred,0,0,1,28325,1,28325,0.0
3510,irradiation,111,1027,426,27298,599,28325,0.14503202830640083
3511,orientation 112,0,0,1,28325,1,28325,0.0
3512,radiation doses applied,0,0,1,28325,1,28325,0.0
3513,certain optical parameters,0,0,1,28325,1,28325,0.0
3514,optoelectronic applications working,0,0,1,28325,1,28325,0.0
3515,ionizing radiation range,0,0,1,28325,1,28325,0.0
3516,experimental results clearly,0,4,7,28321,7,28325,0.0
3517,nm observed irradiation,0,0,1,28325,1,28325,0.0
3518,gamma irradiation,0,1,2,28324,3,28325,0.0
3519,study physical,0,48,7,28277,9,28325,0.0
3520,radiation hardness,1,2,7,28323,10,28325,0.20000706090026477
3521,pyrolysis,89,303,82,28022,205,28325,0.6940315575549224
3522,electron microscope respectively,0,2,1,28323,3,28325,0.0
3523,solar cells instrumentation,0,0,1,28325,1,28325,0.0
3524,reached,19,633,152,27692,195,28325,0.03674775814805006
3525,explored x-ray,0,0,3,28325,3,28325,0.0
3526,x-ray,1052,4044,1269,24281,2739,28325,0.47988564844846265
3527,significant increase,4,112,62,28213,78,28325,0.04157851030354196
3528,ionizing,3,27,13,28298,18,28325,0.11240467784642541
3529,nm observed,7,140,59,28185,76,28325,0.059714286795117026
3530,parameters absorption extinction,0,0,1,28325,1,28325,0.0
3531,irradiation optical properties,0,0,1,28325,1,28325,0.0
3532,occurred preferred orientation,0,0,1,28325,1,28325,0.0
3533,technique deposited glass,0,0,1,28325,1,28325,0.0
3534,shown noticeable changes,0,0,1,28325,1,28325,0.0
3535,band gap energy,15,329,123,27996,167,28325,0.05919318428676249
3536,morphological properties czts,0,0,1,28325,1,28325,0.0
3537,optical morphological,0,13,23,28312,26,28325,0.0
3538,ev 100,0,29,5,28296,5,28325,0.0
3539,favorable optoelectronic applications,0,0,1,28325,1,28325,0.0
3540,flight,2,38,16,28287,22,28325,0.056412876852324996
3541,changed favorable,0,0,1,28325,1,28325,0.0
3542,alpha lambda lambda,0,0,1,28325,1,28325,0.0
3543,flight gamma radiations,0,0,1,28325,1,28325,0.0
3544,lambda slightly affected,0,0,1,28325,1,28325,0.0
3545,changes occurred,0,0,2,28325,2,28325,0.0
3546,films high gamma,0,0,1,28325,1,28325,0.0
3547,shown noticeable,0,0,2,28325,2,28325,0.0
3548,increased,357,3135,1172,25190,1763,28325,0.15182374179240543
3549,cu2znsns4 czts,16,53,16,28272,38,28325,0.5704198713907451
3550,high gamma irradiation,0,0,1,28325,1,28325,0.0
3551,79,1,57,25,28268,27,28325,0.016040789307779597
3553,dynamics,354,1993,457,26332,881,28325,0.3158087843825339
3555,optical dynamics,0,0,1,28325,1,28325,0.0
3559,ga2s3 direct indirect,0,0,1,28325,1,28325,0.0
3560,preferred optical transition,0,0,1,28325,1,28325,0.0
3561,substrate changed preferred,0,0,1,28325,1,28325,0.0
3562,like,66,1365,366,26960,520,28325,0.06471919530982058
3563,ga2s3 deposited 150,0,0,1,28325,1,28325,0.0
3564,ag substrate changed,0,0,1,28325,1,28325,0.0
3565,tails,1,58,27,28267,29,28325,0.01581622367234336
3566,conduction,168,1998,444,26327,723,28325,0.12623329189110935
3567,frequency ga2s3 increases,0,0,1,28325,1,28325,0.0
3568,extended,72,1526,400,26799,556,28325,0.06147408039957082
3569,ag/ga2s3 promising indicate,0,0,1,28325,1,28325,0.0
3570,substrate physical vapor,0,0,2,28325,2,28325,0.0
3571,x-ray diffraction optical,0,30,15,28295,19,28325,0.0
3572,transition ga2s3,0,0,1,28325,1,28325,0.0
3573,ag substrate physical,0,0,1,28325,1,28325,0.0
3574,direct indirect,10,280,55,28045,73,28325,0.04403930040132146
3575,monoclinic alpha-ga2s3 polycrystals,0,0,1,28325,1,28325,0.0
3576,optical transition,6,180,50,28145,62,28325,0.03811479641353005
3577,glass metals like,0,0,1,28325,1,28325,0.0
3578,incident light,20,423,139,27902,173,28325,0.056349525535212615
3579,addition red shift,0,0,1,28325,1,28325,0.0
3580,interface optoelectronic applications,0,0,1,28325,1,28325,0.0
3581,films ga2s3 deposited,0,0,1,28325,1,28325,0.0
3582,monoclinic,12,154,68,28171,90,28325,0.09637055189056207
3583,interbands strongly,0,0,1,28325,1,28325,0.0
